FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
849093.txt,https://www.cathedrale-reims.fr,30,www.cathedrale-reims.fr,23,0,fr,100.0,0.6875,0.0141483,0.06099876,2,1,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,1276,2339,1,cathedrale-reims,100.0,100.0,0,0,1,0,0,0,0,3,0,1,1,0,0,0,0,0,1,23,2,9,21,1,43,1
8013527.txt,https://metafb-yk0eqcr.firebaseapp.com/,38,metafb-yk0eqcr.firebaseapp.com,30,0,com,62.19354839,0.5,0.5229071,0.052964778,3,1,0,0,0.0,26,0.684,1,0.026,0,0,0,3,0.079,1,36,247,1,metafb-yk0eqcrfirebaseapp,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
429364.txt,https://www.lianselegance.com,28,www.lianselegance.com,21,0,com,100.0,1.0,0.5229071,0.068516243,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,580,6153,1,lianselegance,100.0,100.0,0,0,1,0,0,1,0,2,0,1,0,1,0,0,0,0,1,18,1,5,25,2,22,1
54464.txt,https://www.fiveforhowling.com,29,www.fiveforhowling.com,22,0,com,100.0,1.0,0.5229071,0.0538765,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,4793,29740,1,fiveforhowling,100.0,100.0,1,0,1,0,0,1,0,2,0,1,1,0,0,1,0,1,1,62,4,15,192,0,240,1
496993.txt,https://www.formula-as.ro,24,www.formula-as.ro,17,0,ro,100.0,0.8,0.001523,0.059646111,2,1,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,3178,7634,1,fomula-as,0.0,0.0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,221,11,19,387,4,381,1
753324.txt,https://www.ulex.fr,18,www.ulex.fr,11,0,fr,100.0,1.0,0.0141483,0.036542245,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,484,354,1,ulex,100.0,100.0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,29,3,15,21,2,18,1
8122941.txt,https://iworldcb.com/ibg/client/ispc.php,40,iworldcb.com,12,0,com,26.10085227,1.0,0.5229071,0.052968066,3,0,0,0,0.0,27,0.675,0,0.0,0,0,0,5,0.125,1,9,48,1,iworldcbibgclientispcphp,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8125213.txt,https://gateway.pinata.cloud/ipfs/bafybeidds4ubpkzv2tqu6lg7kgb3gbmjycdnawepng5am3tr37fnfgd6zi,93,gateway.pinata.cloud,20,0,cloud,23.94785548,0.571428571,0.0001819,0.036970283,5,1,0,0,0.0,71,0.763,10,0.108,0,0,0,4,0.043,1,2,101,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807836.txt,https://www.ascentprotein.com,28,www.ascentprotein.com,21,0,com,100.0,1.0,0.5229071,0.069482607,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,4768,21075,1,ascentprotein,100.0,100.0,0,0,1,1,1,1,0,21,0,1,1,1,1,1,1,0,1,201,11,45,101,3,29,1
8052335.txt,https://bafybeidq7xqemajpif2he6k32mq3smqx456emqaqz7xv5p26wv5rih2cg4.ipfs.dweb.link/,83,bafybeidq7xqemajpif2he6k32mq3smqx456emqaqz7xv5p26wv5rih2cg4.ipfs.dweb.link,74,0,link,11.02410519,0.188405797,0.0003306,0.029073933,4,2,0,0,0.0,55,0.663,16,0.193,0,0,0,4,0.048,1,8,307667,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69840.txt,https://www.bt.no,16,www.bt.no,9,0,no,100.0,1.0,0.0023289,0.045143732,2,1,0,0,0.0,3,0.188,0,0.0,0,0,0,1,0.062,1,5082,3414,1,bt,100.0,100.0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,9,5,12,139,0,147,1
447681.txt,https://www.elsoldetijuana.com.mx,32,www.elsoldetijuana.com.mx,25,0,mx,100.0,0.833333333,0.0017218,0.062673741,2,2,0,0,0.0,18,0.562,0,0.0,0,0,0,2,0.062,1,2173,633,1,elsoldetijuanaco,0.0,0.0,1,1,1,0,0,1,0,4,0,1,1,1,0,0,0,0,0,90,18,13,141,0,184,1
mw32844.txt,http://www.pooniex.com,21,www.pooniex.com,15,0,com,76.38888889,1.0,0.5229071,0.068778286,3,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,2,30,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8059400.txt,https://webmail-103296.weeblysite.com/,38,webmail-103296.weeblysite.com,29,0,com,55.29924693,0.68,0.5229071,0.044261335,3,1,0,0,0.0,20,0.526,6,0.158,0,0,0,4,0.105,1,271,19646,1,webmail-103296weeblysite,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,1,0,4,0
393978.txt,https://www.gagauzinfo.md,24,www.gagauzinfo.md,17,0,md,100.0,1.0,0.0001612,0.050548057,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,4413,4772,1,gagauzinfo,100.0,100.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,75,2,2,210,0,226,1
401490.txt,https://www.thedoldergrand.com,29,www.thedoldergrand.com,22,0,com,100.0,1.0,0.5229071,0.060027494,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,981,9198,1,thedoldergrand,100.0,100.0,1,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,35,3,12,135,3,146,1
172342.txt,https://www.newappsblog.com,26,www.newappsblog.com,19,0,com,100.0,1.0,0.5229071,0.055121452,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,2239,1862,1,newappsblog,100.0,100.0,0,0,0,0,0,1,20,20,0,1,1,0,0,0,1,0,1,0,4,24,324,0,419,1
544791.txt,https://www.stellenbosch.travel,30,www.stellenbosch.travel,23,0,travel,100.0,1.0,0.0001144,0.059393583,6,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,416,1911,1,stellenbosch,100.0,100.0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,6,8,15,46,0,49,1
mw65872.txt,http://www.llfol.cannca.shop,27,www.llfol.cannca.shop,21,0,shop,45.87394412,0.583333333,0.0004041,0.060817002,4,2,0,0,0.0,14,0.519,0,0.0,0,0,0,2,0.074,0,8,41,1,llfolcannca,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw55305.txt,http://www.malcolmu.cf,21,www.malcolmu.cf,15,0,cf,83.74655647,1.0,0.0001858,0.063401392,2,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,8,49,1,malolmu,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43799.txt,https://www.wikicampers.fr,25,www.wikicampers.fr,18,0,fr,100.0,1.0,0.0141483,0.05137118,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,4087,36376,1,wikicampers,100.0,100.0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,57,2,11,258,0,82,1
615367.txt,https://www.mimarinteriors.com,29,www.mimarinteriors.com,22,0,com,100.0,1.0,0.5229071,0.069779915,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,644,795,1,mimarinteriors,100.0,100.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,4,3,9,3,0,7,1
8103761.txt,https://divyaveda.com/tax/app/,30,divyaveda.com,13,0,com,49.26819213,1.0,0.5229071,0.0511217,3,0,0,0,0.0,18,0.6,0,0.0,0,0,0,4,0.133,1,2,38,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7967316.txt,https://actualisationcledigitale.web.app/,40,actualisationcledigitale.web.app,32,0,app,45.13494318,0.892857143,0.001502,0.058607331,3,1,0,0,0.0,30,0.75,0,0.0,0,0,0,2,0.05,1,108,8125,1,actualisationcledigitaleweb,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
18088.txt,https://www.aithority.com,24,www.aithority.com,17,0,com,100.0,1.0,0.5229071,0.063207649,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1579,2398,1,aithority,100.0,100.0,0,1,1,0,0,1,2,1,0,1,1,0,0,1,1,1,1,77,17,30,0,4,215,1
mw66447.txt,http://www.sightly.oss-ap-northeast-1.aliyuncs.com,49,www.sightly.oss-ap-northeast-1.aliyuncs.com,43,0,com,76.38395792,0.314285714,0.5229071,0.055682851,3,3,0,0,0.0,31,0.633,1,0.02,0,0,0,6,0.122,0,10,62,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8112967.txt,https://docs.google.com/presentation/d/e/2pacx-1vrnvuc1c7bw3hz1n9tb1dmeh5tda4fk7i776rjqvjcu-wau4tljyvqjpnxn8txv6lorjugwlurmqttt/pub?start=false&loop=false&delayms=3000,167,docs.google.com,15,0,com,9.540761837,0.636363636,0.5229071,0.041083521,3,1,0,0,0.0,123,0.737,21,0.126,3,1,0,11,0.09,1,3,2326,1,docsgooglepresentationde2pacx-1vrnvuc1c7bw3hz1n9tb1dmeh5tda4fk7i776rjqvjcu-wau4tljyvqjpnxn8txv6lorjugwlurmqtttpub?start=false&loop=false&delayms=3000,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0
226884.txt,https://www.agentec.jp,21,www.agentec.jp,14,0,jp,100.0,1.0,0.0230451,0.059998857,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1559,341,1,agentec,100.0,100.0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,9,5,20,0,9,9,1
8000815.txt,https://zonasegura-lnterbank.firebaseapp.com/,44,zonasegura-lnterbank.firebaseapp.com,36,0,com,33.48348348,0.375,0.5229071,0.058419407,3,1,0,0,0.0,33,0.75,0,0.0,0,0,0,3,0.068,1,108,8125,1,zonasegura-lnterbankfirebaseapp,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
822848.txt,https://www.birmingham365.org,28,www.birmingham365.org,21,0,org,100.0,1.0,0.0799628,0.046210694,3,1,0,0,0.0,12,0.429,3,0.107,0,0,0,1,0.036,1,2831,9381,1,birmingham365,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,53,11,30,330,10,360,1
7984132.txt,https://mobidrive.com/sharelink/w/4hwexsxtbv7ebj9rh3yakg5mc4nfotc2ukdtc6jqsjuc,77,mobidrive.com,13,0,com,16.07358436,1.0,0.5229071,0.040262738,3,0,0,0,0.0,57,0.74,8,0.104,0,0,0,4,0.052,1,212,47748,1,mobidrivesharelinkw4hwexsxtbv7ebj9rh3yakg5mc4nfotc2ukdtc6jqsju,0.0,98.41269841,1,1,1,1,0,1,0,2,0,0,1,1,0,0,1,0,1,3,2,4,10,0,9,0
8059438.txt,https://webmail-102325.weeblysite.com/,38,webmail-102325.weeblysite.com,29,0,com,55.29924693,0.68,0.5229071,0.044317536,3,1,0,0,0.0,20,0.526,6,0.158,0,0,0,4,0.105,1,13,109,1,webmail-102325weeblysite,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
592329.txt,https://www.anteism.com,22,www.anteism.com,15,0,com,100.0,1.0,0.5229071,0.071057153,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,828,14893,1,anteism,100.0,100.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,36,4,16,29,0,18,1
614611.txt,https://www.skinnygeneproject.org,32,www.skinnygeneproject.org,25,0,org,100.0,1.0,0.0799628,0.058186084,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,2569,9381,1,skinnygeneproject,100.0,100.0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,57,17,31,78,3,77,1
29061.txt,https://www.boxofficepro.com,27,www.boxofficepro.com,20,0,com,100.0,1.0,0.5229071,0.060789551,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1080,14917,1,boxofficepro,100.0,100.0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,28,5,10,73,4,92,1
mw67393.txt,http://www.x81a37abef0dfedc52cc505291ecf1148f.ws,47,www.x81a37abef0dfedc52cc505291ecf1148f.ws,41,0,ws,16.64680328,0.323529412,0.0003477,0.025813026,2,1,0,0,0.0,18,0.383,17,0.362,0,0,0,1,0.021,0,13,244,1,x81a37abef0dfedc52cc505291ecf1148f,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
174959.txt,https://www.tilengine.org,24,www.tilengine.org,17,0,org,100.0,1.0,0.0799628,0.064677641,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,266,300,1,tilengine,100.0,100.0,1,0,1,0,0,1,0,6,0,1,1,1,0,0,1,0,0,9,6,11,0,0,18,1
55667.txt,https://www.popphoto.com,23,www.popphoto.com,16,0,com,100.0,1.0,0.5229071,0.063613768,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1801,29272,1,popphoto,100.0,100.0,1,1,1,0,0,1,0,2,1,1,1,1,0,0,0,0,1,40,9,49,258,4,280,1
518555.txt,https://www.edibleorlando.com,28,www.edibleorlando.com,21,0,com,100.0,1.0,0.5229071,0.066159014,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1864,9381,1,edibleorlando,100.0,100.0,1,1,1,0,0,1,0,2,0,0,1,1,0,0,0,0,1,48,14,21,131,8,143,1
746850.txt,https://www.internationalschoolhistory.net,41,www.internationalschoolhistory.net,34,0,net,100.0,1.0,0.0384199,0.06400734,3,1,0,0,0.0,28,0.683,0,0.0,0,0,0,1,0.024,1,635,332,1,internationalschoolhistory,100.0,100.0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,42,0,3,1,0,33,1
828634.txt,https://www.everydejavu.com,26,www.everydejavu.com,19,0,com,100.0,1.0,0.5229071,0.053120666,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,993,9454,1,everydejavu,100.0,100.0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,15,15,24,0,0,51,1
mw162492.txt,http://www.kingdun.net,21,www.kingdun.net,15,0,net,81.54269972,1.0,0.0384199,0.04797556,3,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,6,95,1,kingdun,100.0,100.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
409469.txt,https://www.foto360.at,21,www.foto360.at,14,0,at,100.0,1.0,0.0038776,0.044942467,2,1,0,0,0.0,5,0.238,3,0.143,0,0,0,1,0.048,1,687,865,1,foto360,100.0,100.0,0,1,0,0,0,1,2,1,0,0,1,0,0,1,0,0,1,69,9,9,87,2,86,1
602609.txt,https://www.vivoprint.com,24,www.vivoprint.com,17,0,com,100.0,1.0,0.5229071,0.056880457,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,2891,20373,1,vivoprint,100.0,100.0,0,1,1,0,0,1,0,5,0,1,1,1,0,1,1,0,1,77,38,66,231,3,200,1
44451.txt,https://www.belleslettres.eu,27,www.belleslettres.eu,20,0,eu,100.0,1.0,0.0056158,0.063042354,2,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1742,833,1,bllslttrs,0.0,0.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,19,4,2,90,0,109,1
163716.txt,https://www.blanchardgold.com,28,www.blanchardgold.com,21,0,com,100.0,1.0,0.5229071,0.056937945,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1128,9401,1,blanchardgold,100.0,100.0,1,1,1,0,0,1,0,8,1,1,1,1,0,1,1,1,1,41,9,11,184,0,147,1
8139354.txt,https://cloudflare-ipfs.com/ipfs/bafybeiarc7nzd74ard6idlnxuaweudaua4bvhqzn7vnhmoqbmw5r7cl3ym//webapp.html,105,cloudflare-ipfs.com,19,0,com,19.90907533,0.733333333,0.5229071,0.041754784,3,0,0,0,0.0,81,0.771,9,0.086,0,0,0,7,0.067,1,2,156,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525851.txt,https://www.bbwcupid.com,23,www.bbwcupid.com,16,0,com,100.0,1.0,0.5229071,0.045476877,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,949,4288,1,bbwcupid,100.0,100.0,0,0,0,0,0,1,0,2,0,1,1,1,1,0,1,0,0,10,3,6,84,0,72,1
8042079.txt,https://www.jreast.co.jp.qidui.net/first,40,www.jreast.co.jp.qidui.net,26,0,net,44.5460943,0.388888889,0.0384199,0.052105017,3,4,0,0,0.0,23,0.575,0,0.0,0,0,0,5,0.125,1,2,993,1,jreastcojpqiduifirst,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
63669.txt,https://www.bluefountainmedia.com,32,www.bluefountainmedia.com,25,0,com,100.0,1.0,0.5229071,0.060658058,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,1804,36376,1,bluefountainmedia,100.0,100.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,87,6,26,115,0,31,1
46320.txt,https://www.namibweb.com,23,www.namibweb.com,16,0,com,100.0,1.0,0.5229071,0.058532652,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,548,173,1,namibweb,100.0,100.0,0,1,0,0,0,1,0,2,0,1,1,1,0,1,0,0,1,5,0,2,1,0,8,1
733731.txt,https://www.danforthmuseum.org,29,www.danforthmuseum.org,22,0,org,100.0,1.0,0.0799628,0.057761917,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1013,1798,1,danfthmuseum,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,21,1,5,67,44,66,1
8101292.txt,https://bogdan.agnieszkaklaudia.pl/a1legro/email@example.com,60,bogdan.agnieszkaklaudia.pl,26,0,pl,26.54069443,0.739130435,0.0069695,0.056402714,2,1,0,0,0.0,45,0.75,1,0.017,0,0,0,6,0.1,1,95,394,1,bogdanagnieszkaklaudiaa1legroemail@examecom,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0
8010973.txt,https://aged-sky-1d8e.abetttertrap4881.workers.dev/,50,aged-sky-1d8e.abetttertrap4881.workers.dev,42,0,dev,30.23783157,0.447368421,0.0009613,0.046098678,3,2,0,0,0.0,31,0.62,6,0.12,0,0,0,5,0.1,1,90,394,1,aged-sky-1d8eabetttertrap4881workers,0.0,0.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,2,0
105765.txt,https://www.adirondackdailyenterprise.com,40,www.adirondackdailyenterprise.com,33,0,com,100.0,1.0,0.5229071,0.061236624,3,1,0,0,0.0,27,0.675,0,0.0,0,0,0,1,0.025,1,1098,3039,1,adirondackdailyenterprise,100.0,100.0,1,0,1,0,0,1,2,17,0,1,1,1,0,0,1,0,1,16,10,21,169,0,181,1
831127.txt,https://www.ekip.me,18,www.ekip.me,11,0,me,100.0,1.0,0.0036375,0.051095801,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,517,3613,1,ekip,100.0,100.0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,34,7,7,35,1,54,1
6849928.txt,http://www-degelyehuda-org-il.filesusr.com/html/87d61b_fe256cdcaf57de9f630e7e55861dee2f.html,91,www-degelyehuda-org-il.filesusr.com,35,0,com,16.69204152,0.387096774,0.5229071,0.037468372,3,1,0,0,0.0,55,0.604,20,0.22,0,0,0,9,0.099,0,97,33873,1,www-degelyehuda-org-ilfilesusrhtml87d61b_fe256cdcaf57de9f630e7e55861dee2fhtm,0.0,0.0,1,1,1,0,0,0,0,11,0,0,0,0,1,1,1,0,1,3,3,6,0,0,4,0
mw211907.txt,http://www.mlcrealestate.com,27,www.mlcrealestate.com,21,0,com,87.23567859,1.0,0.5229071,0.070333811,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0,4,45,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
390774.txt,https://www.prettyrealblog.com,29,www.prettyrealblog.com,22,0,com,100.0,1.0,0.5229071,0.059240792,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,8685,19040,1,prettyrealblog,100.0,100.0,1,0,0,0,0,0,1,22,0,1,1,1,0,1,0,0,1,23,26,15,241,2,261,1
8062689.txt,https://vefemkoeds.weebly.com/,30,vefemkoeds.weebly.com,21,0,com,49.0837226,0.647058824,0.5229071,0.056121038,3,1,0,0,0.0,19,0.633,0,0.0,0,0,0,3,0.1,1,129,368,1,vefemkoedsweebly,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0
7234952.txt,https://forms.gle/9bwawhpz5vi7ilpe6,34,forms.gle,9,0,gle,36.29191321,1.0,5e-07,0.038919242,3,0,0,0,0.0,21,0.618,3,0.088,0,0,0,2,0.059,1,2,43,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502641.txt,https://www.henryvilaszoo.gov,28,www.henryvilaszoo.gov,21,0,gov,100.0,1.0,0.0033282,0.056076837,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,451,9811,1,henryvilaszoo,100.0,100.0,1,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,24,8,12,70,0,84,1
8059625.txt,https://login-screen-106130.square.site/,40,login-screen-106130.square.site,31,0,site,51.02757544,0.5,0.0017656,0.048769042,4,1,0,0,0.0,21,0.525,6,0.15,0,0,0,5,0.125,1,13,125,1,login-screen-106130square,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
493357.txt,https://www.ontarioreign.com,27,www.ontarioreign.com,20,0,com,100.0,1.0,0.5229071,0.071446505,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1117,5828,1,ontarioreign,100.0,100.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,35,1,3,7,0,77,1
220847.txt,https://www.gewater.com,22,www.gewater.com,15,0,com,100.0,1.0,0.5229071,0.06578963,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,971,9381,1,gewater,100.0,100.0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,28,13,30,136,0,146,1
mw131961.txt,http://www.eblagh-in.ga,22,www.eblagh-in.ga,16,0,ga,51.92307692,0.777777778,0.0002256,0.04865839,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,2,0.091,0,20,210,1,eblah-in,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oph04495.txt,https://verifyyahoomail.com/,28,verifyyahoomail.com,19,0,com,60.47619048,1.0,0.5229071,0.059121271,3,0,0,0,0.0,18,0.643,0,0.0,0,0,0,2,0.071,1,2,37,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw174649.txt,http://www.clixwells.com,23,www.clixwells.com,17,0,com,78.23129252,1.0,0.5229071,0.054513892,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,62,125,1,clixwells,100.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,5,0
8111804.txt,https://att-103913-106172.weeblysite.com/,41,att-103913-106172.weeblysite.com,32,0,com,36.61221591,0.607142857,0.5229071,0.034999982,3,1,0,0,0.0,16,0.39,12,0.293,0,0,0,5,0.122,1,68,80,1,att-103913-106172weeblysite,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
538854.txt,https://www.goldarrowstudios.com,31,www.goldarrowstudios.com,24,0,com,100.0,1.0,0.5229071,0.060656808,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1762,25071,1,goldarrowstudios,100.0,100.0,0,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,19,43,23,84,0,20,1
mw159293.txt,http://www.association-connect.com,33,www.association-connect.com,27,0,com,74.73219912,0.631578947,0.5229071,0.073701807,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,2,0.061,0,10,109,1,association-nnect,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766547.txt,https://www.ahcahockey.com,25,www.ahcahockey.com,18,0,com,100.0,1.0,0.5229071,0.062753551,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,551,581,1,ahcahockey,100.0,100.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,20,3,3,47,1,24,1
8123886.txt,https://rakdodank.com/,22,rakdodank.com,13,0,com,76.4158918,1.0,0.5229071,0.059523556,3,0,0,0,0.0,12,0.545,0,0.0,0,0,0,2,0.091,1,13,1136,1,rakdodank,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27118.txt,https://www.mmafighting.com,26,www.mmafighting.com,19,0,com,100.0,1.0,0.5229071,0.054957114,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,5411,29683,1,mmafighting,100.0,100.0,1,0,1,0,0,1,0,2,0,1,1,1,0,1,0,1,1,116,4,17,207,0,226,1
549272.txt,https://www.ag-eyecare.com,25,www.ag-eyecare.com,18,0,com,100.0,0.8,0.5229071,0.071238618,3,1,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,1613,17830,1,ag-eyecare,100.0,100.0,0,1,1,1,0,1,0,5,0,1,1,1,0,0,1,0,1,65,35,55,100,4,133,1
